path,label,genus,species,subfolder
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (284).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (41).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (317).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (197).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (290).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (191).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (286).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (63).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.5/3381. Sindora tonkinensis.5 (158).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (61).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (236).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (125).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (277).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (42).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (162).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (34).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (243).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (223).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (214).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (50).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (268).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (204).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (6).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (177).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (180).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (265).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (87).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (73).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.5/3381. Sindora tonkinensis.5 (146).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (304).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (65).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (188).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (68).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (261).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (58).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (194).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (96).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (282).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (246).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (49).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (216).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (123).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (224).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (269).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (22).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (215).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (293).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (302).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (206).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.5/3381. Sindora tonkinensis.5 (134).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (94).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (259).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (75).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.5/3381. Sindora tonkinensis.5 (155).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (91).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (51).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (203).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (172).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (237).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (107).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (314).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (122).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (124).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (165).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (70).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.5/3381. Sindora tonkinensis.5 (133).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (57).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (15).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (262).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (126).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (258).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (280).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (71).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (112).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (171).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (95).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (289).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (318).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (24).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (53).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (239).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (230).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.2/3381. Sindora tonkinensis.2 (55).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (114).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.5/3381. Sindora tonkinensis.5 (154).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.5
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (79).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (288).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.8/3381. Sindora tonkinensis.8 (233).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (327).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.6/3381. Sindora tonkinensis.6 (185).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (27).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (117).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (264).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.10/3381. Sindora tonkinensis.10 (325).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.7/3381. Sindora tonkinensis.7 (199).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.4/3381. Sindora tonkinensis.4 (108).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (267).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (80).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.9/3381. Sindora tonkinensis.9 (279).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.1/3381. Sindora tonkinensis.1 (14).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Sindora tonkinensis/3381. Sindora tonkinensis.3/3381. Sindora tonkinensis.3 (90).png,Sindora tonkinensis,Sindora,tonkinensis,3381. Sindora tonkinensis.3
